Rotate right, move forward for one meter, then rotate rightward once more.
Face toward the right, walk one meter forward, then face toward the right again.
Swing right, proceed ahead by one meter, then swing rightward once more.
Veer to the right, advance one meter, then veer to the right again.
Shift rightward, move forward for one meter, then shift rightward once more.
Make a right turn, proceed ahead by two meters, then make another right turn.
Rotate to the right, advance two meters, then rotate to the right again.
Face rightward, walk forward for two meters, then face rightward once more.
Pivot to the right, move ahead by two meters, then pivot to the right again.
Turn clockwise, advance two meters, then turn clockwise again.
Rotate right, move forward for two meters, then rotate rightward once more.
Face toward the right, walk two meters forward, then face toward the right again.
Swing right, proceed ahead by two meters, then swing rightward once more.
Veer to the right, advance two meters, then veer to the right again.
Shift rightward, move forward for two meters, then shift rightward once more.
Make a right turn, advance by half a meter, then make another right turn.
Rotate to the right, move forward for half a meter, then rotate to the right again.
Face rightward, proceed ahead by half a meter, then face rightward once more.
Pivot to the right, advance half a meter, then pivot to the right again.
Turn clockwise, move forward half a meter, then turn clockwise again.
Rotate right, advance by half a meter, then rotate rightward once more.
Face toward the right, walk half a meter forward, then face toward the right again.
Swing right, proceed ahead by half a meter, then swing rightward once more.
Veer to the right, advance half a meter, then veer to the right again.
Shift rightward, move forward for half a meter, then shift rightward once more.
Proceed ahead by one meter, make a left turn, advance by one meter, then make another left turn.
Walk one meter forward, turn to the left, proceed forward for one meter, then turn left again.
Move one meter ahead, pivot leftward, walk one meter forward, then pivot leftward once more.
Advance one meter, rotate to the left, proceed forward for one meter, then rotate leftward again.
Step forward by one meter, make a leftward turn, move ahead one meter, then make another left turn.
Progress one meter forward, turn left, proceed forward for one meter, then turn left again.
Walk ahead by one meter, veer leftward, walk one meter forward, then veer leftward once more.
Move forward one meter, swing left, move forward one meter, then swing leftward again.
Go one meter forward, shift leftward, advance one meter forward, then shift leftward once more.
Stride forward one meter, turn counterclockwise, advance one meter, then turn counterclockwise again.
Walk one meter forward, turn left, proceed forward for two meters, then turn left again.
Move ahead by one meter, pivot leftward, walk two meters forward, then pivot leftward once more.
Advance one meter, rotate to the left, proceed forward for two meters, then rotate leftward again.
Step forward by one meter, make a leftward turn, move ahead two meters, then make another left turn.
Progress one meter forward, turn left, walk forward for two meters, then turn left again.
Stride ahead one meter, veer leftward, advance two meters forward, then veer leftward once more.
Proceed one meter forward, swing left, move forward two meters, then swing leftward again.
Walk forward one meter, shift leftward, proceed two meters forward, then shift leftward once more.
Move one meter forward, turn counterclockwise, advance two meters, then turn counterclockwise again.
Step ahead by one meter, rotate left, move forward for two meters, then rotate leftward once more.
Walk one meter forward, turn left, proceed forward for half a meter, then turn left again.
Move ahead by one meter, pivot leftward, walk half a meter forward, then pivot leftward once more.
Advance one meter, rotate to the left, proceed forward for half a meter, then rotate leftward again.
Step forward by one meter, make a leftward turn, move ahead half a meter, then make another left turn.
Progress one meter forward, turn left, walk forward for half a meter, then turn left again.
Stride ahead one meter, veer leftward, advance half a meter forward, then veer leftward once more.
Proceed one meter forward, swing left, move forward half a meter, then swing leftward again.
Walk forward one meter, shift leftward, proceed half a meter forward, then shift leftward once more.
Move one meter forward, turn counterclockwise, advance half a meter, then turn counterclockwise again.
Step ahead by one meter, rotate left, move forward for half a meter, then rotate leftward once more.
Move forward by two meters, turn left, proceed forward for one meter, then turn left again.
Advance two meters, pivot leftward, move forward one meter, then pivot leftward once more.
Step forward two meters, veer left, move ahead one meter, then veer left again.
Stride ahead by two meters, swing left, proceed one meter forward, then swing leftward again.
Walk forward two meters, make a left turn, advance one meter, then make another left turn.
Proceed ahead two meters, shift leftward, move forward for one meter, then shift leftward again.
Advance by two meters, rotate to the left, walk forward for one meter, then rotate leftward again.
Move ahead two meters, turn counterclockwise, advance one meter, then turn counterclockwise once more.
Progress by two meters, shift left, walk forward one meter, then shift leftward again.
Move forward two meters, turn leftward, proceed one meter forward, then turn leftward again.
Move forward by two meters, turn left, proceed forward for two meters, then turn left again.
Advance two meters, pivot leftward, move forward for two meters, then pivot leftward once more.
Step forward two meters, veer left, move ahead two meters, then veer left again.
Stride ahead by two meters, swing left, proceed two meters forward, then swing leftward again.
Walk forward two meters, make a left turn, advance two meters, then make another left turn.
Proceed ahead two meters, shift leftward, move forward for two meters, then shift leftward again.
Advance by two meters, rotate to the left, walk forward for two meters, then rotate leftward again.
Move ahead two meters, turn counterclockwise, advance two meters, then turn counterclockwise once more.
Progress by two meters, shift left, walk forward two meters, then shift leftward again.
Move forward two meters, turn leftward, proceed two meters forward, then turn leftward again.
Move forward by two meters, turn left, proceed forward for half a meter, then turn left again.
Advance two meters, pivot leftward, move forward for half a meter, then pivot leftward once more.
Step forward two meters, veer left, move ahead half a meter, then veer left again.
